516348 15484 24501
Sequential (
  (0): Linear (15484 -> 2000)
  (1): ReLU ()
  (2): Linear (2000 -> 24501)
  (3): LogSoftmax ()
)
Epoch  5 Batch 150  -> Loss=0.724282, Train Acc=0.908, Dev Acc=None, Time passed: 13.35Hours
Epoch  5 Batch 160  -> Loss=0.531789, Train Acc=0.919, Dev Acc=None, Time passed: 13.41Hours
Epoch  5 Batch 170  -> Loss=0.821500, Train Acc=0.908, Dev Acc=None, Time passed: 13.47Hours
Epoch  5 Batch 180  -> Loss=0.721942, Train Acc=0.912, Dev Acc=None, Time passed: 13.53Hours
Epoch  5 Batch 190  -> Loss=0.628444, Train Acc=0.912, Dev Acc=None, Time passed: 13.59Hours
Full Dev Eval -> Epoch  5 Batch 200  -> Loss=0.489186, Train Acc=0.919, Dev Acc=0.898
Epoch  5 Batch 210  -> Loss=1.210147, Train Acc=0.912, Dev Acc=None, Time passed: 13.73Hours
Epoch  5 Batch 220  -> Loss=0.635259, Train Acc=0.909, Dev Acc=None, Time passed: 13.79Hours
Epoch  5 Batch 230  -> Loss=0.627433, Train Acc=0.928, Dev Acc=None, Time passed: 13.85Hours
Epoch  5 Batch 240  -> Loss=0.961636, Train Acc=0.905, Dev Acc=None, Time passed: 13.91Hours
Epoch  5 Batch 250  -> Loss=0.622541, Train Acc=0.917, Dev Acc=None, Time passed: 13.97Hours
Epoch  5 Batch 260  -> Loss=0.690363, Train Acc=0.913, Dev Acc=None, Time passed: 14.03Hours
Epoch  5 Batch 270  -> Loss=0.529477, Train Acc=0.926, Dev Acc=None, Time passed: 14.09Hours
Epoch  5 Batch 280  -> Loss=0.664538, Train Acc=0.911, Dev Acc=None, Time passed: 14.15Hours
Epoch  5 Batch 290  -> Loss=0.678055, Train Acc=0.911, Dev Acc=None, Time passed: 14.21Hours
Full Dev Eval -> Epoch  5 Batch 300  -> Loss=0.636929, Train Acc=0.920, Dev Acc=0.898
Epoch  5 Batch 310  -> Loss=1.025089, Train Acc=0.922, Dev Acc=None, Time passed: 14.35Hours
Epoch  5 Batch 320  -> Loss=0.709543, Train Acc=0.921, Dev Acc=None, Time passed: 14.41Hours
Epoch  5 Batch 330  -> Loss=1.186597, Train Acc=0.907, Dev Acc=None, Time passed: 14.47Hours
Epoch  5 Batch 340  -> Loss=0.725685, Train Acc=0.915, Dev Acc=None, Time passed: 14.53Hours
Epoch  5 Batch 350  -> Loss=0.579058, Train Acc=0.935, Dev Acc=None, Time passed: 14.60Hours
Epoch  5 Batch 360  -> Loss=0.787327, Train Acc=0.910, Dev Acc=None, Time passed: 14.66Hours
Epoch  5 Batch 370  -> Loss=0.641640, Train Acc=0.912, Dev Acc=None, Time passed: 14.72Hours
Epoch  5 Batch 380  -> Loss=0.715827, Train Acc=0.909, Dev Acc=None, Time passed: 14.78Hours
